roles,url,questions,answers
Doctor,https://www.indeed.com/hire/interview-questions/doctor?hl=en&co=IN,How do you react to highly stressful situations or deal effectively with personal stress in your job as a doctor?,"Depending on the specialization, a doctor may encounter a variety of high-pressure situations during the day-to-day job. In many cases, doctors must make split-second decisions that can have a big impact on their patients. It is also crucial that a doctor is confident in his or her skill set as well as steady under pressure. You want someone who is able to deal with stress in a positive way. What to look for in an answer:
Specific coping mechanisms for managing stressful situations
The ability to maintain a steady, calm pace
Making correct decisions quickly
 
Example: 
“I work through the situation quickly and calmly. I don’t just ignore stress. I speak with team members for emotional support and professional guidance.”"
Doctor,https://www.indeed.com/hire/interview-questions/doctor?hl=en&co=IN,Why did you make medicine your chosen field of study and career path? What aspects of medicine drew you to the specific area you chose?,"Many medical institutions want to hire doctors that have the necessary professional skills to add to the team and an emotional range that can benefit potential patients. This question can help you gauge the underlying emotional and personal reasons a candidate may have entered the medical field. Most doctors will spend part of their day interacting with patients on a highly personal level. What to look for in an answer:
Reasons that are unrelated to pay
Anecdotes that can help you gauge bedside manner
Long-term goals that exhibit emotional range
 
Example: 
“I saw a need in this particular specialization that I felt I could fill by providing knowledge and emotional support to patients.”"
Doctor,https://www.indeed.com/hire/interview-questions/doctor?hl=en&co=IN,What particular skills as a doctor do you bring to our practice? How would you use those skills to complement our current staff?,"You may be looking for a physician with a specific set of abilities to add to your roster of professionals. Candidates should be able to tell you about any specialized training they have received and how that training could supplement the abilities of your current staff. They may list personality traits that are helpful to doctors as well. What to look for in an answer:
Personal traits that augment professional skills
Any special training that fills a role you need
Accolades from the candidate’s school
 
Example: 
“I received training that allows me to work in specialized fields of medicine, and I supplement that training with quick, accurate decision-making skills.”"
Doctor,https://www.indeed.com/hire/interview-questions/doctor?hl=en&co=IN,How have your listening skills helped you understand and diagnose your patients’ needs correctly? Do these skills make you a better doctor in other ways?,"The answer to this question will illustrate that the candidate pays attention to what each patient is saying and truly listens to what is bothering the individual rather than just going through the motions or making assumptions. Listening to a patient’s needs is a crucial part of bedside manner and leads to critical problem solving as the doctor assesses any issues and forms a proper diagnosis. What to look for in an answer:
Forming a diagnosis based on patient information
Conveying medical information in a relatable way
Offering emotional support when necessary
 
Example: 
“I listen to patients describe symptoms and use my medical knowledge to work through possible scenarios quickly. Patients see that I make real time for them.”"
Doctor,https://www.indeed.com/hire/interview-questions/doctor?hl=en&co=IN,How would you handle an emergency that comes up while you are consulting another patient? What precise steps would you take to see to both?,"This question demonstrates not only a doctor’s ability to work quickly and well under pressure but also how effectively he or she might be at dealing with multiple situations at once. Managing changes rapidly can be a crucial part of any medical environment. You’ll want to make sure your candidate can react appropriately to emergencies while handling any ongoing consultations with care and attentiveness. What to look for in an answer:
Being able to switch tasks quickly
Making sure current patients still receive care
Devising solutions to emergencies en route
 
Example: 
“I would prioritize the emergency but make sure my current patient still feels listened to. I would put the patient in safe hands to finish the consultation.”"
Doctor,https://www.indeed.com/hire/interview-questions/doctor?hl=en&co=IN,What strategies do you use to decide what medications to prescribe to patients and how do you keep up with the release of new pharmaceutical treatments?,"Doctors must have extensive knowledge of the types of medications they can prescribe to treat various conditions. They should also be aware of current developments on the market and potential new treatments for common issues. Interviewers can ask this question to learn about the doctor's awareness of pharmaceutical best practices and their own philosophy on prescribing medication.
A good response will include:
Critical thinking
Listening to patient needs
Knowledge of chemical interactions
Here is one example answer:
 
Example: 
""There are many drugs on the market that treat the same conditions in different ways, so I consider many different aspects of a patient's experience including other medications that might have an interaction, what side effects they are willing to experience and what their insurance will cover. I talk to my patients about what has worked for them in the past or draw from my experience treating similar ailments."""
Document Controller,https://www.indeed.com/hire/interview-questions/document-controller?hl=en&co=IN,There are several methods you might use to keep records compliant with company policies and adhere to any document management laws. What are your strategies?,"Your company may have specific policies in place regarding how document controllers must manage or record information for later use. This can be particularly true if you often deal with sensitive or confidential data. There are also wider document storage procedures to consider. Answers to this question can help you see how familiar a prospective document controller is with standard industry practices.
What to look for in an answer:
Prior experience with company document storage procedures
Knowledge of regulations pertaining to sensitive data
Willingness to update methods as necessary
 
Example: 
“In the past, I’ve relied on industry standard strategies to stay compliant with regulations. I can become familiar with any different regulations here quickly.”"
Document Controller,https://www.indeed.com/hire/interview-questions/document-controller?hl=en&co=IN,Do you have any experiences with or recommendations for improving document management systems or capabilities? What might we do here to improve our company’s systems?,"This question speaks to the document controller’s familiarity with current technologies within the industry. It can also give you insight into the person’s thought process and how the candidate might improve your existing systems. They should be familiar with the primary systems in use and have some ideas about how to make document storage and retrieval easier and more streamlined if necessary.
What to look for in an answer:
Proficiency in editing and data organization
Working knowledge of software surrounding electronic document management systems
Tips for enhancing document control
 
Example: 
“I can give you a list of the systems that I’ve worked with before. They are similar to yours, and I can work with and improve them.”"
Document Controller,https://www.indeed.com/hire/interview-questions/document-controller?hl=en&co=IN,What sort of experience do you have in document control or management? What kinds of skills or training do you have for this particular job?,"The answer to this question speaks to any prior experience the prospective document controller might have and how that experience might be useful to your company. In addition to basic job history, the document controller can take you through any special training or certifications they received that might make them a good fit here. They can tell you how they’ve refined these skills.
What to look for in an answer:
Job history as it relates to document control
Certifications in specific areas of document control
Skills the document controller developed
 
Example: 
“I have certifications in various fields related to computer sciences. I’m also versed in information management strategies, and I have training in data entry fields.”"
Document Controller,https://www.indeed.com/hire/interview-questions/document-controller?hl=en&co=IN,"As a document controller, can you please describe how consulting or interacting with end users and gauging their experiences helped you solve a difficult issue?","Your company probably needs documents to be shared between departments and individuals on a regular basis. These are just some of the end users that a document controller might interact with in the execution of their tasks. Electronic document management can run into glitches, and listening to the concerns of end users shows the applicant’s interpersonal skills and ability to solve problems.
What to look for in an answer:
Listening and interpersonal communication skills
Ability to solve technical issues related to document sharing
Ways that document management might improve
 
Example: 
“Some end users were seeing formatting errors with documents they received. I was able to use software to locate the issue and correct it.”"
Document Controller,https://www.indeed.com/hire/interview-questions/document-controller?hl=en&co=IN,"What are some of the most effective methods you use to store data and documents? How do you file, classify and retrieve documents when necessary?","This question relates to both the general duties of a document controller and some of the specific strategies your new hire might employ. In addition, it allows you to get a glimpse into some of the current document management tools the industry might have and how the controller uses them. The candidate can outline processes they can use to streamline document storage.
What to look for in an answer:
Specific personal strategies used for document storage or sharing
Ability to update documents as necessary
Programs the controller might use
 
Example: 
“FileHold and Bynder are just a couple of the document management systems I’ve used. I can locate and retrieve documents easily with the strategies I’ll share.”"
Document Controller,https://www.indeed.com/hire/interview-questions/document-controller?hl=en&co=IN,How do you record a correction or update to a contract and make sure the change is reflected in all versions of that document in the company's records?,Example:
Driver,https://www.indeed.com/hire/interview-questions/driver?hl=en&co=IN,What kind of vehicles do you drive or have a license for?,"It’s important to gauge your applicant’s driving skill. Since you can’t take them on a road test, the best way to do so is to get an accurate idea about their credentials. As you will most likely ask for copies of their licenses later, this is also a great way to weed out any dishonest applicants.
Their answer will let you know how experienced they are with different vehicle types. Listen for the following:
An honest answer
Accurate information about the vehicles they can drive
Their driving experience and background
Example Response: “I’ve been driving class D vehicles since I got my permit at 17 and got my class B license a few years ago.? 
Example: 
??"
Driver,https://www.indeed.com/hire/interview-questions/driver?hl=en&co=IN,How familiar are you with the area and route you would be driving?,"Even though GPS technology has gotten rid of the need to memorize a route, it’s still important for a driver to be familiar with the area they’ll be driving through. By asking this question, you can get an idea of whether your applicant has a basic knowledge of the area they’ll be working in.
You’ll also be able to tell if they’re being dishonest, especially if you’re familiar with the area yourself. Listen for the following:
A confident answer without hesitation
Specific knowledge of the area
Willingness to use technology to supplement their knowledge
Example Response: “I’ve driven through the area a few times, but I can’t say I know it too well. I’m a quick learner, however, and would quickly learn the route once I begin driving it. I’m very comfortable with technology, so I’m not afraid to double-check GPS.? 
Example: 
??"
Driver,https://www.indeed.com/hire/interview-questions/driver?hl=en&co=IN,What do you enjoy the most about driving?,"Driving may seem easy, but it can be challenging and tiring after being on the road for a long time. An aspiring driver will have to be very motivated in order to succeed in this career and lifestyle. Some people really enjoy driving, and these are the kinds of workers you want to find and hire. Listen for the following:
Motivation
Willingness to be behind the wheel
Experience as a driver, if possible
Example Response: “I really enjoy driving because I get to see new places, travel around and explore new roads, all while working and earning money.? 
Example: 
??"
Driver,https://www.indeed.com/hire/interview-questions/driver?hl=en&co=IN,What would be the first thing you do if you got into an accident while driving for us?,"It’s always better to be prepared for any eventuality, so you’ll want to make sure your prospective driver knows what to do in case of a minor or major accident. This question will let you know if the applicant is likely to freeze up in an emergency situation instead of following the company’s accident protocol. A good driver will already know what needs to be done in case of an emergency and will have an appropriate answer ready. Listen for the following:
A well thought-out response
Intention to call 911 when needed
Intention to inform the company
Example Response: “After an accident, I’d alert you to the situation if there’s no immediate injury or danger. If someone was injured, I’d call 911 first and then you.? 
Example: 
??"
Driver,https://www.indeed.com/hire/interview-questions/driver?hl=en&co=IN,Do you have a clean driving record?,"While a couple of minor issues probably won’t be a problem, you’ll want to make sure that there are not any serious infractions or there is not a long history of serial, minor incidents on your prospective driver’s record. The last thing you want is a driver who will endanger himself or others while on the job, potentially causing damages you may be liable for.
You’ll also want to ensure the applicant will provide an honest response, which you may be able to later corroborate with a driving record check. Listen for the following:
A prompt, forthright answer
A clean driving record
No history of reckless driving
Example Response: “I received a ticket for accidentally running a stop sign about five years ago, and since then, I’ve made sure to drive as carefully as possible.? 
Example: 
??"
Driver,https://www.indeed.com/hire/interview-questions/driver?hl=en&co=IN,What would you do if you were running late and falling behind on your delivery route?,"Drivers are responsible for sticking to a strict schedule to ensure customers receive their packages on time. There are moments when a driver may fall behind schedule and will need to follow certain procedures to get back on track or to notify certain parties that they're running late. This question gives you the opportunity to understand how professional your employee is and how they quickly respond to unexpected situations. An effective driver candidate will provide an honest answer that displays their professionalism and character during this type of situation. 
The candidate's answer should demonstrate: 
How responsible the candidate is 
Their process for acknowledging and correcting a mistake 
Their honesty and character
Here's an example of what an effective answer could look like: 
 
Example: 
""I always try my best to remain focused and committed to getting packages to customers on time. Unfortunately, there have been moments where my vehicle gets stuck in traffic or I'm answering a customer's questions, which causes me to fall behind. My process for handling this situation is to immediately text my shift manager when before getting back on the road to let them know why I'm running late. I'll then continue to stay on my designated route and keep myself from any potential distractions as I continue on with my scheduled stops without speeding or violating any traffic laws."""
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,"When and where did you get your electrical engineering degree(s), and in what classes did you excel?","While not always the case, how a candidate performed while attaining a degree or a doctorate is generally a good indication of how they will perform on the job. A candidate’s response will also help you determine strengths and weaknesses. 
What to look for in an answer:
Discussion of math classes
Theory and method classes
Upper-level classes
 
Example: 
“While they were difficult courses, I excelled in signal processing and circuits. I also did well in linear algebra, and I am most proud of the grade I earned in convex optimization. I did equally well in the majority of my university’s electrical engineering computer software classes.”"
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,"What projects have you worked on, and what was your position? Were you the project lead or subject matter expert?","The answer to this question will help you determine how complex a project the candidate can be trusted to lead or assist with. Also, younger candidates who’ve led projects and/or performed as the SME on a project can be assumed to have promise. 
What to look for in an answer:
Spectrum of responsibilities
People tasked to oversee
Project components given responsibility for
 
Example: 
“My most recent project, one in which I worked as the lead, dealt with the acquisition of substation parameters. My team was responsible for calculating voltage and current requirements, temperature variable factors, power requisites and remote GSM communication needs.”"
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,"What is your specialty within electrical engineering: industrial, residential, etc.?","As much as any other question, this one will help you determine how well a candidate will fit into the structure of your company. 
What to look for in an answer:
Nomenclature pertaining to specific electrical engineering
Project specifics for individual disciplines
Explanations of crossover work and projects that provided solutions for a variety of electrical engineering practices
 
Example: 
“While I have worked in the capacity of an industrial engineer more often than in any other field, I have also gained a great deal of experience as a residential electrical engineer by working on complex, short-term projects. Though I do not have a great deal of experience as a microelectronics engineer, I have made a hobby of gaining an understanding of the theoretical concepts behind the field.”"
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,What electrical engineering computer software are you familiar with?,"As almost all electrical engineering requires an understanding of at least one software platform. This question helps you determine how quickly a candidate can get up to speed with respect to the software your company typically uses. 
What to look for in an answer:
Familiarity with more than one type of software
Understanding of the basic tenants common to all electrical engineering software
Depth of familiarity with software
 
Example: 
 “The majority of my experience, as with most electrical engineers, is with Calculatoredge. I also have experience with E3.series, Electrical Tools & Reference and Electronics Bundle.”"
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,Can you explain the difference between direct and alternating current?,"While an understanding of electrical engineering software is essential, more important is an understanding of the concepts and theories behind electrical engineering practices. 
What to look for in an answer:
Whether the candidate seems engaged in the idea of answering the question
If the candidate gives thought to a purposeful answer
Whether the candidate takes their time to give the question consideration
 
Example: 
 “Simply direct current has no return cable. Alternating current is a circuit. While alternating current is most common, because of the safety factor, direct current also has its advantages including longer travel distances, more power with less loss, and it is less expensive.”"
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,What are the three most common types of cable for transmitting power?,"Another question that determines a candidates fundamental understanding of the concepts and theories of electrical engineering. While not a difficult question to understand, knowing the basics of voltage is critical.
What to look for in an answer:
An understanding of voltage capacities
An understanding of cable sizes
An understanding of the voltage volumes that differentiate high from low
 
Example: 
 “Cable types are typically categorized by either size or capacity. With respect to capacity, there are three types: low, high and super tension cables. Cable that carries less than 1,000 volts is low tension; between 1,000 and 23,000 volts is high tension; and anything between 66 kV to 132 kV is super tension.”"
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,Can you explain Norton’s Theorem in a single sentence?,"The most famous electrical engineering theorem, Norton’s is not overly complex, but it requires a good understanding in order to be reduced to a single sentence. 
What to look for in an answer:
Multiple versus solitary power sources
Systems with one versus multiple cables
The effects of multiple cable systems on voltage
 
Example: 
 “One power source and one resistor is equal of multiple power sources and resistors on a linear circuit.”"
Electrical Engineer,https://www.indeed.com/hire/interview-questions/electrical-engineer?hl=en&co=IN,How would you approach a disagreement with other electrical engineers regarding the best approach for solving a problem?,Example:
Electrician,https://www.indeed.com/hire/interview-questions/electrician?hl=en&co=IN,What safety procedures do you follow to protect yourself from electrical accidents?,"This question helps you assess the candidate’s overall knowledge and whether they have the necessary skills for this particular position. You’ll be able to quickly gauge whether the applicant is new to this line of work or whether they are a seasoned electrician. You’ll also learn whether the candidate’s safety training is up to date and how familiar they are with recent changes in safety protocols.
What to look for in an answer:
Knowledge of necessary safety precautions in varied situations
Understanding of recent changes to safety recommendations
Evidence of recent safety training
 
Example: 
“I lock out and tag all the circuits and machines I’m using. I wear personal protective equipment, and I’m cautious when working with overhead electrical lines.”"
Electrician,https://www.indeed.com/hire/interview-questions/electrician?hl=en&co=IN,"What do fuses and breakers do, and how are they different from each other?","This question allows you to test whether the candidate has the necessary knowledge to work at your company. It’s a quick way to weed out anyone who would not be suited to this line of work. You’ll learn whether the prospective electrician is competent and whether they are familiar with the latest types of electrical equipment. You’ll also learn which work environments they would be particularly qualified for.
What to look for in an aanswer:
Ability to clearly explain differences between common electrical items
Appropriate knowledge of equipment variations
Familiarity with working with fuses and breakers
 
Example: 
“Both items protect overloaded circuits by disrupting the current’s continuity. Fuses melt when overheated; breakers have a switch that activates automatically if there’s an overload.”"
Electrician,https://www.indeed.com/hire/interview-questions/electrician?hl=en&co=IN,"As an electrician, do you specialize in any particular areas of this field?","This question helps you learn more about an applicant’s education and experience. You’ll learn whether the candidate has any extra certifications, and you’ll also discover whether they have sufficient experience with the types of equipment and job sites that your workplace uses. For example, some applicants may have a lot of experience working in homes and very little commercial experience. This information can help you decide between candidates.
What to look for in an answer:
Experience that matches your company’s needs
Extra certifications or training that would improve your team
Enthusiasm for particular aspects of the job role
 
Example: 
“I am primarily a residential electrician and recently completed several projects in a newly constructed neighborhood. I have also done electrical installation and maintenance work.”"
Electrician,https://www.indeed.com/hire/interview-questions/electrician?hl=en&co=IN,"While working on a team project, what would you do to solve a disagreement with a fellow electrician?","Electrical work can be a high-risk profession that frequently involves working as a team to maintain safety and meet deadlines. This question helps you evaluate whether the candidate has an attitude that will enable them to work well with your existing team. You’ll discover how independent they may be and whether they know when to ask for help. You’ll learn whether their conflict resolution strategies align with your values.
What to look for in an answer:
Evidence of ability to work with existing team
Understanding of effective conflict resolution strategies
Ability to resolve conflicts independently
 
Example: 
“I would respectfully listen to my coworkers’ concerns and propose as many practical solutions as possible while also being willing to listen to their ideas.”"
Electrician,https://www.indeed.com/hire/interview-questions/electrician?hl=en&co=IN,"Of the electrical projects you’ve done in the past two years, which ones have been your favorites? Why?","This question enables you to discreetly assess whether the candidate has done enough recent work to be a valuable addition to your workplace. You’ll learn which team this candidate may be most suited for, and you’ll discover whether their recent projects are similar to your team’s current or upcoming projects. You’ll discover more about the applicant’s working style and how quickly and reliably they are able to complete projects.
What to look for in an answer:
Evidence of sufficient recent work experience
Ability to complete projects on time
Evidence of experience that could diversify and balance your team
 
Example: 
“I recently rewired a 1930s-era home. The homeowners now enjoy their home much more. I felt happy to make a positive difference for them.”"
Electrician,https://www.indeed.com/hire/interview-questions/electrician?hl=en&co=IN,"While the average layman might not know the difference between a fuse and a breaker, an electrician absolutely should. Asking potential candidates this question will help you determine who has the basic knowledge to perform the job and who doesn't, which will help you make an informed hiring decision.","Look for an answer that includes the following information: 
A clear definition of both a fuse and a breaker
An explanation of when to use fuses and when to use breakers
An understanding of the importance of basic electrical knowledge
A strong candidate's answer might look like this example: 
""Fuses and breakers perform similar functions. Both interrupt the electrical flow in the case of a short circuit or an overload. Fuses were often used in older construction homes and buildings, but aren't used in new construction any longer. Fuses are one time use ? 
Example: 
?? once they blow out, they have to be replaced. Breakers are a newer technology that's more efficient and, in some cases, safer. 
Whenever I can, I like to upgrade old fuses to new breakers for safety and efficiency. Knowing the difference between the two is important so that you know what tools and equipment you need to perform the repair or job."""
Electronics Engineer,https://www.indeed.com/hire/interview-questions/electronics-engineer?hl=en&co=IN,What electronics engineering software packages are you familiar with? Describe an interesting project you have worked on using that software.,"A career in this field requires individuals to understand software platforms to carry out different processes. Job candidates should learn core subjects such as electrical machines and power systems. Electronics engineers must also be familiar with programming languages for simulations. This question determines how quickly an applicant can learn the specific software that your company uses. It also helps you to assess their familiarity with a system. What to look for in an answer:
Knowledge of different engineering software
Depth of familiarity with programs used at your company
Willingness to learn new tools
 
Example: 
""The majority of my experience is with Arduino IDE. I have programmed a robot using this software. I am quick learner and always excited to discover new software and work on different types of projects."""
Electronics Engineer,https://www.indeed.com/hire/interview-questions/electronics-engineer?hl=en&co=IN,Can you discuss the difference between alternating and direct current?,"It is important that candidates understand how to use relevant software. However, a potential applicant needs to also have a firm grasp of the theories and concepts behind electronics engineering practices. It is their job to analyze the costs and requirements of electrical systems. The answer to this question helps with gauging their awareness of the principles of their chosen field. It also helps with determining their level of experience. What to look for in an answer:
A thoughtful and purposeful answer
Confidence in oneself
Familiarity with engineering theories
 
Example: 
""Simply, a direct current only flows in one direction. An alternating current is a circuit, which changes direction periodically."""
Electronics Engineer,https://www.indeed.com/hire/interview-questions/electronics-engineer?hl=en&co=IN,What checks and balances do you use to prevent engineering mistakes?,"Basic engineering errors can occur in the work world. While there are constant advancements in software to prevent such mistakes, it is still possible for human missteps to occur. Choose an applicant who has an appreciation for details and the ability to prioritize accuracy over speed. An ideal candidate will be able to work precisely while still honoring deadlines to avoid potentially costly mistakes. A good engineer also understands to double-check their work. What to look for in an answer:
Understanding for the need of accuracy
Examples of learning from mistakes and preventing them from happening again
Established routine that includes double-checking work
 
Example: 
""I understand that maintaining and servicing machinery is critical for the safety of fellow employees. I double-check my work and follow a routine."""
Electronics Engineer,https://www.indeed.com/hire/interview-questions/electronics-engineer?hl=en&co=IN,What are you doing to stay on top of the latest trends in technology?,"Electronics engineers must stay up-to-date on the latest improvements in automation, 5G connectivity and cyber security. Technology advancements provide them with tools to assist with doing their jobs. It is an important priority to keep security systems and networks updated, and these processes must be carried out with vision of the future. This question helps with gauging the candidate's enthusiasm for electronics engineering and also starts a conversation about professional development. What to look for in an answer:
Genuine interest in the industry
Critical thinking and problem-solving skills
Awareness of technology advancements to prevent network disruptions
 
Example: 
""I maintain a knowledge base and work hard to keep it current. I do this by taking online courses and reading blogs."""
Electronics Engineer,https://www.indeed.com/hire/interview-questions/electronics-engineer?hl=en&co=IN,What classes did you excel in while getting your electronics engineering degree?,"Some employers ask questions about the way a job candidate performed in school. While their academic success is not always an indication of how competently an individual will function at their job, you should seek information about where they attended school as well as the classes taken. An applicant's response can help you with determining their strengths and weakness and can allow you to assess their experience level. What to look for in an answer:
Knowledge of upper-level coursework
Understanding of engineering theories and methods
Solid mathematical background
 
Example: 
""Circuits and signal processing were difficult subjects, but I was able to excel in these classes. I also did well in convex optimization and linear algebra along with all of my electronics engineering courses."""
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,"What was the most challenging engineering project you’ve worked on, and how did you overcome the difficulties it presented?","Engineering projects require a lot of logical and analytical thinking to solve problems that occur on the job. This question gives you an understanding of how applicants think through and solve issues. What to look for in an answer:
Firsthand experience with challenging engineering situations
The thought process for overcoming the challenges
Practical ways the applicant used engineering skills to overcome adverse conditions
 
Example: 
“I was working on a civil engineering project that involved making landslide predictions along mountain roadways. I had to expand the data that I typically worked with to include climate change information, as the different weather patterns increased the risk factors.”"
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,How do you present technical concepts to a nontechnical audience during a stakeholder meeting or client presentation?,"Engineers have to collaborate with many departments, teams and individuals during projects. Applicants should be skilled at verbal and written communication of complex engineering concepts, even when they’re not talking to fellow engineers. What to look for in an answer:
Confidence in communicating complex engineering topics to people of any skill level
Strong understanding of the engineering concepts being presented
Understanding of layperson analogies for engineering topics
 
Example: 
“I try to give practical examples of engineering that the person might be familiar with, based on what I know about them. For example, if I’m in a meeting with a lot of sports fans, I might relate what I’m saying to the way a stadium is structured.”"
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,"What type of engineering work do you have the greatest passion for, and why do you enjoy it so much?","Discover whether applicants are passionate about their engineering specialty and the areas that excite them the most. You can use input from this question to place successful applicants into the teams that best match their interests. What to look for in an answer:
Enthusiasm for their engineering specialization
Reasoning behind why they enjoy that type of engineering
Examples of their previous engineering projects
 
Example: 
“My favorite engineering projects are those that directly lead to quality of life increases for people. I helped draw up the plans for a pediatric wing of a hospital, and I was thrilled that my work was going to give the community another medical resource.”"
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,"How do you manage your time during a fast-paced engineering project, and how have you improved your time management over the course of your career?","When engineering projects get off track, they cost your organization a lot of time, money and other resources. This question gives you the opportunity to see whether applicants have worked on their time management skills and how they handle demanding engineering projects. What to look for in an answer:
Ability to manage time throughout all parts of a project
Ongoing improvements in the applicant’s engineering workflow
Insights into the applicant’s engineering career path
 
Example: 
“I take the time to list out the parts of the project that have to get done first, along with all the related dependencies. I work down this list before I look at other parts of the engineering project.”"
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,"What engineering resources do you use to stay on top of the latest news, technology and developments in the field?","If engineer applicants fall behind on innovations and knowledge in their field, they may not be as effective as you’d like for a long-term employee. This question shows you whether applicants proactively look for ways to improve their skills. What to look for in an answer:
A willingness to learn about new engineering technology and concepts
Adaptability to new engineering processes
Enthusiasm for learning more about the engineering field
 
Example: 
“I subscribe to the Journal of Structural Engineering and participate in a structural engineering Slack chat room. I learn a lot by staying on top of the latest research and connecting with my peers in an informal environment.”"
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,What safeguards do you have in place for double-checking your engineering work and ensuring that mistakes don’t slip past you?,"Mistakes in engineering can have serious consequences. This question shows you how serious applicants are when it comes to safety measures and how they minimize potential issues in their work. What to look for in an answer:
Adherence to engineering safety best practices
Knowledge of safety standards for the applicant’s engineering specialization
Drive to keep engineering projects safe
 
Example: 
“I use the error-checking features in my engineering solution to double-check measurements and other math that I included. I also get another set of eyes on my work, especially if I’m rushing to meet deadlines.”"
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,How would you manage a client or stakeholder who’s pushing back on parts of an engineering plan that are in place for safety reasons?,"Engineers are sometimes placed in difficult situations where stakeholders don’t understand why certain measures are in place. They may try to convince the engineer that these elements can be dropped. This question shows how applicants handle this difficult confrontation. What to look for in an answer:
Ability to maintain the safety of an engineering project
Willingness to defend engineering plans when necessary
Excellent judgment calls in deciding which parts of the engineering plan are essential
 
Example: 
“I completely understand your reasoning for wanting to change this part of the project, but these parts are in place for public safety. If we eliminated them from the project and someone got hurt later on, we’d have to spend the time and money to redo it.”"
Engineer,https://www.indeed.com/hire/interview-questions/engineer?hl=en&co=IN,What would you do if another engineer on your team insisted on using a design that you knew would be inefficient or unsafe?,"Engineering is a collaborative field that requires multiple highly educated, opinionated professionals to work together on one project. Engineers must be confident enough to defend their ideas and guide production while still showing tact and respect for their colleagues. This question lets the interviewer assess how candidates address potential conflicts and give constructive criticism to their peers. 
A successful reply demonstrates:
Safety and quality as top priority
Ability to give and receive criticism
Respect and professionalism
Here's an example of an effective answer:
 
Example: 
""If I suspected that a fellow engineer was putting forth ineffective or unsafe designs, I would approach them with as much information as possible so that I could help them develop a solution instead of simply telling them they are wrong. I would speak to them privately first to brainstorm a solution. If they were not receptive, I would bring the issue to the team as a whole to prevent any unsafe conditions."""
Enterprise Architect,https://www.indeed.com/hire/interview-questions/enterprise-architect?hl=en&co=IN,Do you have any experience working with security architecture frameworks?,"The ideal enterprise architect will have familiarity with using security architecture frameworks. When explaining their experience, focus on what types of security architecture the candidate has used in the past and how it has lowered risk factors and threats. Identify if your company uses similar measures, such as SABSA, COBIT and TOGAF. What level of expertise does the applicant have in each security framework? 
What to look for in an answer:
Knowledge of enterprise security architecture
Ability to follow security policies and procedures
Understanding of the importance of maintaining privacy
 
Example: 
“As an enterprise architect, I have experience using SABSA, TOGAF and COBIT. I helped implement procedures and policies to decrease technical issues and lower business risks.”"
Enterprise Architect,https://www.indeed.com/hire/interview-questions/enterprise-architect?hl=en&co=IN,Tell me about your experience with data management standards and practices.,"Enterprise architects must follow data management standards and practices for ethical and professional purposes. Identify any specific methods or rules that the candidate mentions. The applicant’s response helps you gauge what practices the person finds most important when storing and securing data for stakeholders. Being unaware of standard methods and practices as an enterprise architect can put a company at risk for errors and improper storing techniques. 
What to look for in an answer:
Understanding of proper data storing methods
Experience applying data management standards and practices in the workplace
Organizational skills
 
Example: 
“In my previous enterprise architect position, I utilized data management standards and practices set in place by my company. Each week, I would read over the practices to ensure I was staying up to date.”"
Enterprise Architect,https://www.indeed.com/hire/interview-questions/enterprise-architect?hl=en&co=IN,"In your experience, what stakeholder groups would be included in the Enterprise Architecture life cycle?","The applicant’s answer may vary depending on the size of his or her previous company. An enterprise architect in a medium-to-large for-profit organization typically includes executive management, such as the CEO, CFO, COO, CTO and CIO, in the Enterprise Architecture life cycle. Specific industries might include the director of marketing or the director of documentation. Identify if the applicant has experience working with the stakeholder groups found in your company. 
What to look for in an answer:
Interpersonal skills
Ability to keep stakeholders well-informed
Understanding of the importance of the Enterprise Architecture life cycle
 
Example: 
“In my last enterprise architect position, I worked alongside the CEO and CFO regarding the Enterprise Architecture life cycle. In previous positions, I have included the director of marketing in the life cycle.”"
